调度方案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004640288,76.00000071,19.00041058,3.000010741,0.0123741,5.37E-06,0.0123741,9.000000221,0.001019457,1.11E-07,1.001019457,4.000000221,0.0494964,8.003284658,8.000110618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.000171076,168.000002,2.013749,4.000011935,10.00113273,4.92E-07,5.00113273,20.00000025,4.00113273,1.49E-06,2.00113273,4.000000246,4.00453092,5.00364962,5.000049501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005671463,184.0000022,23.00050182,46.00000044,2.0151239,46.00000054,10.00050182,2.000003282,4.001246003,5.000000054,1.000501823,4.00000027,0.0604956,0.1209912,10.00005445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.006187051,202.000001,50.00135928,10.00001432,24.00135928,25.00000024,6.000547443,24.00000029,3.000547443,5.94E-08,1.000547443,3.58E-06,6.002189772,12.01087421,0.001790234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.006702639,218.0000026,2.0178737,1.55E-05,0.0178737,2.000007758,6.000593063,1.29E-07,3.000593063,12.00000016,0.0178737,6.00000032,6.002372253,6.011780393,6.000159782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007218226,236.0000011,4.0192486,118.0000014,1.0192486,8.35E-06,0.0192486,28.00000034,3.001585822,7.000000172,2.000638684,4.18E-06,6.006343289,7.005109468,7.000069302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.00063716,12.0000358,3.0206235,126.0000006,2.0206235,62.00000074,14.0016991,15.00000037,3.001699095,2.24E-06,2.000684304,4.48E-06,0.082494,14.01359276,0.002237793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.00067964,13.00003819,3.0219984,134.0000006,1.0219984,3.000009548,16.00181237,1.000004774,0.0219984,2.39E-06,0.0219984,8.000000393,8.002919696,16.01449895,0.002386979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.00072212,286.0000033,3.0233733,2.03E-05,0.0233733,1.01E-05,0.0233733,5.07E-06,0.0233733,8.000000209,2.001925641,8.000000418,8.007702565,0.1869864,16.00020895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009280577,152.0000014,38.00082116,152.0000018,19.00082116,3.56E-07,0.000821165,1.78E-07,4.000821165,2.69E-06,0.0247482,8.000000178,0.0989928,18.01631131,0.002685352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.00032504,320.0000037,8.0261231,80.00000187,20.00215219,80.00000093,1.0261231,5.67E-06,0.0261231,1.000002835,4.002152187,10.00000019,10.00860875,20.0172175,1.002834538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.00034215,338.0000039,42.00091241,7.92E-07,0.000912405,3.96E-07,10.00091241,2.000005967,0.027498,1.000002984,4.00226546,10.0000002,0.109992,0.219984,0.002983724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.000892025,177.0000041,88.00095803,88.00000206,0.002378733,1.03E-06,11.00237873,4.000006266,10.00237873,22.0000001,4.002378733,10.00000052,10.00951493,11.01902987,11.00025811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0009345,18.00005251,4.0302478,184.0000009,46.00249201,92.00000044,22.00249201,46.00000054,10.00249201,1.000003282,0.0302478,10.00000054,10.00401458,2.2419824,22.0002704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011858514,19.0000549,96.00260528,18.00002745,48.00104927,8.000013725,24.00260528,4.000006863,12.00104927,1.000003431,0.0316227,6.000000565,6.010421117,12.00839413,12.00011385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012374102,404.0000047,50.00271855,101.0000024,25.00109489,4.75E-07,0.001094886,2.38E-07,0.001094886,12.00000012,0.0329976,12.00000024,12.01087421,2.2639808,24.0001188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.00106193,21.00005967,5.0343725,105.0000025,26.00283183,10.00001492,26.00283183,52.00000025,0.0343725,26.00000012,0.0343725,7.46E-06,12.00456203,2.27498,26.00030727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013405277,6.21E-05,0.0357474,3.10E-05,0.0357474,1.55E-05,0.0357474,2.000007758,6.002945098,3.20E-07,0.002945098,6.000000639,0.1429896,26.02356079,26.0001287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.00046191,456.0000053,114.0012317,228.0000027,56.00123175,10.00001611,28.00305837,4.000008056,14.00123175,28.00000033,0.0371223,8.06E-06,14.01223349,2.2969784,28.00033185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014436452,23.00006684,118.0012774,11.00003342,0.0384972,5.000016709,28.00127737,58.00000069,14.00317164,28.00000034,6.001277367,8.35E-06,14.01268658,28.01021894,28.00034415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01495204,6.92E-05,6.0398721,244.0000029,60.00328492,122.0000006,30.00328492,3.000008653,0.0398721,30.00000036,6.001322987,8.65E-06,0.1594884,30.0105839,30.00035644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.015467628,506.0000059,12.041247,252.0000029,6.041247,63.00000147,15.00339819,6.000008951,14.00136861,2.000004476,6.001368608,8.95E-06,0.164988,30.02718552,30.0001485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.00053034,52.000074,65.00141423,130.0000012,32.00351146,1.52E-06,16.00351146,6.00000925,16.00351146,32.00000015,0.0426219,16.00000076,0.1704876,1.3409752,32.00015345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.00135928,54.00007638,134.0036247,270.0000013,3.0439968,6.000019096,32.00145985,6.000009548,16.00362474,32.00000039,0.0439968,9.55E-06,16.01449895,16.01167878,16.0001584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.00140175,556.0000065,12.0453717,278.0000032,34.00373801,1.62E-06,17.00373801,68.00000033,0.0453717,1.000004923,8.003738009,8.000000811,8.014952038,17.01204375,17.00016335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.00144423,287.0000067,0.003851282,3.34E-06,35.00385128,142.0000017,34.00155109,70.00000084,0.0467466,34.00000042,8.001551089,1.01E-05,16.00620435,34.03081026,34.00041789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.018045566,590.0000069,7.0481215,14.00004177,36.00396456,73.00000172,1.0481215,1.04E-05,0.0481215,1.000005222,8.001596709,9.00000086,9.015858222,2.384972,36.00043018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.00152919,7.08E-06,76.00407783,304.0000035,6.0494964,152.0000018,38.00407783,38.00000036,9.001642329,19.00000044,4.004077828,18.00000088,0.1979856,0.3959712,0.005370703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.00063298,624.0000073,7.0508713,4.42E-05,0.0508713,7.00002208,38.00168795,6.00001104,18.0041911,19.00000018,4.001687949,18.00000091,18.0067518,38.03352881,1.00551989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.00161414,321.0000075,160.0043044,32.00004535,80.00430437,160.0000008,20.00430437,40.00000093,1.0522462,2.000005669,10.00173357,20.00000093,2.2089848,40.034435,2.005669076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020107916,9.31E-05,8.0536211,328.0000038,8.0536211,164.0000019,2.0536211,4.000011637,20.00441765,40.00000048,10.00177919,10.00000096,10.01767059,40.03534118,2.005818262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0016991,676.0000032,16.054996,338.0000016,4.054996,8.00002387,42.00453092,8.000011935,10.00453092,21.00000049,10.00182481,20.00000098,20.01812368,4.439968,42.00049164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.021139091,9.79E-05,8.0563709,346.000004,8.0563709,172.0000008,42.00464419,8.000012233,20.00187043,42.0000005,10.00187043,20.00000101,20.01857677,4.4509672,42.00050393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.021654679,0.000100253,8.0577458,354.0000041,4.0577458,8.000025063,44.00475747,88.00000103,22.00475747,44.00000021,10.00475747,1.000012532,1.2309832,22.03805973,22.00051622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.022170266,363.0000034,90.00196167,36.00005132,90.00196167,9.00002566,2.0591207,90.00000106,22.00487074,22.00000021,5.001961671,2.00001283,22.00784668,4.4729656,44.00052851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.022685854,742.0000087,9.0604956,5.25E-05,0.0604956,2.63E-05,0.0604956,4.000013128,11.00498401,23.00000054,0.0604956,22.00000044,2.2419824,46.0398721,46.00021781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.023201441,0.000107414,9.0618705,380.0000044,4.0618705,9.000026854,46.00509729,8.000013427,22.00205291,4.000006713,10.00205291,1.000013427,0.247482,0.494964,0.006713379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.023717029,776.000009,18.0632454,194.0000045,48.00521056,194.0000009,4.0632454,96.00000113,12.00521056,5.65E-07,6.005210559,24.00000113,1.2529816,2.5059632,48.00056538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.00080406,39.00011219,9.0646203,198.0000046,49.00532383,198.0000023,2.0646203,4.000014024,24.00532383,48.00000023,12.00532383,2.000014024,24.00857661,48.04259065,48.00023266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.00203891,40.00011458,0.0659952,20.00005729,50.0054371,101.0000024,2.0659952,5.000014322,24.0054371,25.00000059,6.005437105,24.00000048,24.02174842,4.5279616,50.00058996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.00208139,41.00011696,0.0673701,5.85E-05,0.0673701,2.92E-05,0.0673701,1.46E-05,1.0673701,50.0000006,0.0673701,24.00000049,12.02220151,25.04440302,2.007310124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025779379,42.00011935,210.0056637,422.000002,104.0056637,210.000001,26.00566365,1.23E-06,0.005663651,26.00000061,12.00566365,26.00000123,26.00912405,52.0453092,52.00024751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.026294967,43.00012174,214.0023266,21.00006087,5.0701199,107.0000025,26.00577692,5.000015217,0.0701199,2.000007608,12.00577692,26.00000125,26.00930653,26.04621539,26.00062684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.00220882,878.0000102,10.0714948,21.00006206,54.00237225,109.000001,54.0058902,10.00001552,13.0058902,27.00000064,12.0058902,26.00000051,26.02356079,27.04712157,27.00063913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.027326142,894.0000104,22.0728697,446.0000052,5.0728697,11.00003163,54.00600347,110.0000013,2.0728697,27.00000065,6.00600347,2.000015814,26.02401388,54.01934299,2.007906869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.00092381,90.0001289,228.0061167,44.00006445,114.0024635,228.0000027,56.00246349,10.00001611,28.00246349,56.00000066,0.0742446,14.00000133,0.02446697,28.04893394,56.00026731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.00233626,928.0000108,22.0756195,464.0000054,10.0756195,232.0000027,4.0756195,116.0000005,28.00623002,58.00000027,14.00623002,14.00000135,14.02492006,4.604956,58.00027226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.00095803,47.00013367,0.0769944,6.68E-05,0.0769944,11.00003342,58.00634329,59.00000055,14.00255473,2.000008354,0.0769944,1.000016709,14.01021894,29.02043787,58.00068829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.00242121,962.0000112,12.0783693,6.80E-05,0.0783693,3.40E-05,0.0783693,1.70E-05,0.0783693,3.000008504,7.006456562,15.0000014,30.01040142,3.6269544,0.008503614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.00246369,980.0000046,122.0065698,245.0000057,61.00264597,1.15E-06,30.00264597,12.00001731,30.00264597,6.000008653,14.00264597,2.000017306,15.02627934,0.052558677,30.00071287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.00250617,498.0000116,24.0811191,498.0000023,12.0811191,248.0000029,6.0811191,62.00000145,15.00668311,6.000008802,14.00668311,30.00000058,15.02673243,31.05346486,3.008801986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.00254864,50.00014322,12.082494,506.0000059,6.082494,12.0000358,62.00273722,12.0000179,15.00679638,31.00000074,14.00679638,1.000017902,1.329976,62.02189772,62.00073745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.00104356,515.0000048,12.0838689,25.0000728,64.00690965,3.00E-06,32.00690965,6.000018201,1.0838689,64.00000075,16.00278284,32.0000015,2.3354756,64.02226268,64.00074975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.03196643,1046.000012,260.0070229,522.0000061,130.0028285,13.000037,3.0852438,130.0000006,32.00702293,64.00000031,8.007022927,16.00000152,2.3409752,32.02262764,32.00030691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.00107778,53.00015038,0.0866187,26.00007519,66.0071362,3.10E-06,33.0071362,12.0000188,32.0071362,6.000009399,16.0071362,32.00000062,16.0285448,0.057089598,33.00077433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.00271855,1.26E-05,135.0072495,54.00007638,134.0029197,270.0000031,66.0029197,12.0000191,32.0029197,66.00000079,8.007249473,16.00000157,32.02899789,33.05799578,33.00078662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.00111199,549.0000128,137.0073627,54.00007758,136.0029653,26.00003879,34.00736275,68.0000016,17.00736275,34.0000008,16.00296532,34.0000016,34.02945098,6.714948,68.00032176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.034028781,1114.000013,278.0030109,27.00007877,0.0907434,3.94E-05,0.0907434,6.000019693,34.00301094,68.00000081,8.007476019,1.62E-06,0.029904075,34.05980815,68.0008112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.00284598,566.0000132,14.0921183,8.00E-05,0.0921183,4.00E-05,3.0921183,140.0000016,17.00758929,35.00000082,16.00758929,34.00000066,34.03035717,6.7369464,70.00033166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.00116332,114.0001623,286.0077026,56.00008116,142.0031022,28.00004058,70.00770256,14.00002029,34.00770256,70.00000084,0.0934932,17.00000167,17.03081026,70.06162052,70.00083578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.00293094,116.0001647,145.0078158,6.78E-06,0.007815838,145.0000034,3.0948681,7.000020588,36.00781584,36.00000085,9.007815838,36.0000017,2.3794724,36.0625267,36.00084807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.036091131,1182.000006,14.096243,29.00008354,146.0079291,294.0000034,3.096243,7.000020886,18.00792911,36.00000086,0.096243,36.00000172,36.01277367,6.769944,72.00086036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.00301589,59.00016948,0.0976179,29.00008474,74.00804238,149.0000035,3.0976179,7.000021184,36.00804238,37.00000035,9.003239038,36.00000175,2.3904716,74.06433907,3.010592221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.037122306,1216.000014,304.0032847,60.00008593,152.0081557,152.0000035,38.00815566,152.0000018,19.00328466,38.00000036,18.00815566,19.00000071,19.01313863,6.7919424,76.00035641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.00124885,616.0000144,154.0082689,308.0000072,77.00826893,15.00004356,0.1003677,7.000021781,19.00333028,38.00000036,0.1003677,38.00000179,2.4014708,76.06615144,76.00089724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.00314333,124.0001766,312.0083822,31.00008832,7.1017426,156.0000015,39.0033759,14.00002208,19.0083822,39.00000091,0.1017426,38.00000073,19.03352881,0.067057623,39.00090953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.038669069,1266.000006,30.1031175,632.0000074,14.1031175,316.0000037,6.1031175,79.00000074,0.003421519,39.00000037,0.1031175,38.00000184,2.41247,78.06796381,3.011188966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.00130018,1284.000015,160.0034671,3.01E-06,80.00346714,16.00004535,4.1044924,160.0000019,4.1044924,80.00000093,10.00860875,20.00000187,4.4179696,40.06886999,40.00093411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.00327076,650.0000061,162.0035128,32.0000919,0.1058673,16.00004595,80.00872202,162.0000019,40.00872202,8.000011487,20.00351276,4.000022975,20.01405104,40.02810208,80.0009464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.00331324,659.0000153,164.0088353,658.0000031,164.0088353,164.0000038,41.00883529,164.0000019,40.00355838,82.00000096,20.00883529,2.000023273,2.4289688,41.07068236,41.00095869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0013515,132.0001886,332.0089486,666.0000031,16.1086171,166.0000039,0.008948568,1.94E-06,20.00894857,8.000011786,20.00894857,40.00000078,40.03579427,82.07158854,82.00097098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.041247007,1352.000016,16.109992,33.00009548,168.0090618,32.00004774,84.00906184,8.00002387,2.109992,84.0000004,20.00906184,42.00000079,4.439968,84.07249473,4.011934897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.00344067,68.00019335,0.1113669,9.67E-05,0.1113669,17.00004834,84.00917511,16.00002417,42.00369524,84.000001,20.00917511,42.00000199,2.4454676,0.8909352,0.012084083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.00140282,6.49E-06,0.003740861,3.25E-06,0.003740861,1.62E-06,0.003740861,8.12E-07,0.003740861,43.00000041,2.1127418,42.00000202,42.03715355,86.0743071,86.00100785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04279377,1402.000016,34.1141167,700.0000033,174.0094017,17.00004953,0.1141167,8.000024765,42.00940166,4.000012382,1.1141167,42.00000204,21.01514592,0.030291847,43.00041086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043309357,0.000200506,17.1154916,708.0000083,8.1154916,17.00005013,88.00951493,16.00002506,44.0038321,8.000012532,22.00951493,2.000025063,0.4619664,0.9239328,0.012531641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043824945,71.00020289,358.0096282,359.0000034,89.00387772,17.00005072,4.1168665,178.0000021,2.1168665,1.27E-05,1.1168665,44.00000209,4.467466,88.07702565,88.00042076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.00365306,144.0002053,362.0097415,36.00010264,0.1182414,18.00005132,45.00974148,2.11E-06,0.009741479,1.06E-06,0.009741479,22.00000211,44.01569337,8.9459312,90.00042571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04485612,0.000207667,18.1196163,734.0000086,9.1196163,5.19E-05,0.1196163,9.000025958,44.00396896,45.00000107,0.009854752,2.14E-06,22.03941901,45.0317517,45.00043066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
